ORDER_NUMBER,CUSTOMER_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,ADDRESS,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY
10247,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10272,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10293,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Via Monte Bianco 34,Torino,,10100,Italy,EMEA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10325,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10348,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA
10359,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10371,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10382,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10395,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA
10413,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10103,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10113,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10126,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA
10140,Technics Stores Inc.,(650) 555-6809,9408 Furth Circle,,9408 Furth Circle,Burlingame,CA,94217,USA,NA
10150,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10164,Mini Auto Werke,7675-3555,Kirchgasse 6,,Kirchgasse 6,Graz,,8010,Austria,EMEA
10174,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC
10183,"Classic Gift Ideas, Inc",(215) 555-4695,782 First Street,,782 First Street,Philadelphia,PA,71270,USA,NA
10194,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10206,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA
10216,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,"67, avenue de l'Europe",Versailles,,78000,France,EMEA
10229,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10245,Super Scale Inc.,(203) 555-9545,567 North Pendale Street,,567 North Pendale Street,New Haven,CT,97823,USA,NA
10258,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10270,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10281,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10291,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10304,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,"67, avenue de l'Europe",Versailles,,78000,France,EMEA
10313,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA
10322,Online Diecast Creations Co.,(603) 555-8647,2304 Long Airport Avenue,,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA
10333,Mini Wheels Co.,(650) 555-5787,5557 North Pendale Street,,5557 North Pendale Street,San Francisco,CA,,USA,NA
10347,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10357,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10370,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10381,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10391,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10411,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA
10424,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10107,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10121,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10134,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA
10145,Toys4GrownUps.com,(626) 555-7265,78934 Hillside Dr.,,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA
10159,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10169,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10180,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,"184, chausse de Tournai",Lille,,59000,France,EMEA
10189,Toys4GrownUps.com,(626) 555-7265,78934 Hillside Dr.,,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA
10201,Mini Wheels Co.,(650) 555-5787,5557 North Pendale Street,,5557 North Pendale Street,San Francisco,CA,,USA,NA
10211,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,"25, rue Lauriston",Paris,,75016,France,EMEA
10224,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,"184, chausse de Tournai",Lille,,59000,France,EMEA
10237,Vitachrome Inc.,(212) 555-1500,2678 Kingston Rd.,Suite 101,2678 Kingston Rd.Suite 101,NYC,NY,10022,USA,NA
10251,Tekni Collectables Inc.,(201) 555-9350,7476 Moss Rd.,,7476 Moss Rd.,Newark,NJ,94019,USA,NA
10263,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10276,Online Mini Collectables,(617) 555-7555,7635 Spinnaker Dr.,,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA
10285,Marta's Replicas Co.,(617) 555-8555,39323 Spinnaker Dr.,,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA
10299,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Keskuskatu 45,Helsinki,,21240,Finland,EMEA
10309,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10319,Microscale Inc.,(212) 555-1957,5290 North Pendale Street,Suite 200,5290 North Pendale StreetSuite 200,NYC,NY,10022,USA,NA
10329,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10341,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10362,Technics Stores Inc.,(650) 555-6809,9408 Furth Circle,,9408 Furth Circle,Burlingame,CA,94217,USA,NA
10375,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10388,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10403,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10417,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10104,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10117,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10127,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10142,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10153,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10176,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10185,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10196,Super Scale Inc.,(203) 555-9545,567 North Pendale Street,,567 North Pendale Street,New Haven,CT,97823,USA,NA
10208,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10220,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,25 Maiden LaneFloor No. 4,Dublin,,2,Ireland,EMEA
10230,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10247,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10272,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10293,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Via Monte Bianco 34,Torino,,10100,Italy,EMEA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10324,Vitachrome Inc.,(212) 555-1500,2678 Kingston Rd.,Suite 101,2678 Kingston Rd.Suite 101,NYC,NY,10022,USA,NA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10348,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA
10358,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10372,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10382,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10413,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10108,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10122,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,"12, rue des Bouchers",Marseille,,13008,France,EMEA
10135,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10147,Collectables For Less Inc.,(617) 555-8555,7825 Douglas Av.,,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA
10160,"Men 'R' US Retailers, Ltd.",(215) 555-4369,6047 Douglas Av.,,6047 Douglas Av.,Los Angeles,CA,,USA,NA
10170,Mini Auto Werke,7675-3555,Kirchgasse 6,,Kirchgasse 6,Graz,,8010,Austria,EMEA
10181,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA
10191,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10203,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10212,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10225,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10238,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10253,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10266,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10276,Online Mini Collectables,(617) 555-7555,7635 Spinnaker Dr.,,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA
10287,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10300,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10310,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10320,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA
10329,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10341,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10363,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10376,Boards & Toys Co.,(310) 555-2373,4097 Douglas Av.,,4097 Douglas Av.,Glendale,CA,92561,USA,NA
10389,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10419,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10105,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10117,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10127,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10142,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10153,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10176,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10185,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10196,Super Scale Inc.,(203) 555-9545,567 North Pendale Street,,567 North Pendale Street,New Haven,CT,97823,USA,NA
10208,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10220,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,25 Maiden LaneFloor No. 4,Dublin,,2,Ireland,EMEA
10231,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA
10247,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10272,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10293,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Via Monte Bianco 34,Torino,,10100,Italy,EMEA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10325,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10349,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10359,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10372,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10382,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10396,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10413,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10108,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10122,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,"12, rue des Bouchers",Marseille,,13008,France,EMEA
10135,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10147,Collectables For Less Inc.,(617) 555-8555,7825 Douglas Av.,,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA
10159,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10169,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10181,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA
10191,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10203,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10211,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,"25, rue Lauriston",Paris,,75016,France,EMEA
10225,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10238,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10253,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10266,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10276,Online Mini Collectables,(617) 555-7555,7635 Spinnaker Dr.,,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA
10287,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10300,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10310,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10320,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA
10329,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10341,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10363,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10377,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Keskuskatu 45,Helsinki,,21240,Finland,EMEA
10389,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10419,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10104,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10115,Classic Legends Inc.,(212) 555-8493,5905 Pompton St.,Suite 750,5905 Pompton St.Suite 750,NYC,NY,10022,USA,NA
10127,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10141,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10151,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10175,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,35 King George,London,,WX3 6FW,UK,EMEA
10184,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,"C/ Romero, 33",Sevilla,,41101,Spain,EMEA
10195,Mini Classics,(914) 555-4562,3758 North Pendale Street,,3758 North Pendale Street,White Plains,NY,24067,USA,NA
10207,Diecast Collectables,(617) 555-2555,6251 Ingle Ln.,,6251 Ingle Ln.,Boston,MA,51003,USA,NA
10219,Signal Collectibles Ltd.,(415) 555-4312,2793 Furth Circle,,2793 Furth Circle,Brisbane,CA,94217,USA,NA
10229,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10246,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10259,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Village Close - 106 Linden Road Sandown2nd Floor,Singapore,,69045,Singapore,APAC
10271,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10281,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10292,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10305,Marta's Replicas Co.,(617) 555-8555,39323 Spinnaker Dr.,,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10324,Vitachrome Inc.,(212) 555-1500,2678 Kingston Rd.,Suite 101,2678 Kingston Rd.Suite 101,NYC,NY,10022,USA,NA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
